longitude,latitude,elevation
96.4917,14.5333,-104.0
88.1417,14.5172,-2903.0
89.8083,14.5172,-2774.0
91.475,14.5172,-2712.0
93.1417,14.5172,-1406.0
94.8083,14.5172,-88.0
96.475,14.5172,-110.0
88.125,14.5011,-2904.0
89.7917,14.5011,-2778.0
91.4583,14.5011,-2720.0
93.125,14.5011,-1356.0
94.7917,14.5011,-87.0
96.4583,14.5011,-110.0
88.1083,14.4849,-2904.0
89.775,14.4849,-2784.0
91.4417,14.4849,-2724.0
93.1083,14.4849,-1304.0
94.775,14.4849,-90.0
96.4417,14.4849,-112.0
88.0917,14.4688,-2908.0
89.7583,14.4688,-2790.0
91.425,14.4688,-2728.0
93.0917,14.4688,-1292.0
94.7583,14.4688,-94.0
96.425,14.4688,-108.0
88.075,14.4527,-2916.0
89.7417,14.4527,-2794.0
91.4083,14.4527,-2730.0
93.075,14.4527,-1292.0
94.7417,14.4527,-92.0
96.4083,14.4527,-106.0
88.0583,14.4365,-2922.0
89.725,14.4365,-2800.0
91.3917,14.4365,-2736.0
93.0583,14.4365,-1302.0
94.725,14.4365,-90.0
96.3917,14.4365,-108.0
88.0417,14.4204,-2925.0
89.7083,14.4204,-2806.0
91.375,14.4204,-2740.0
93.0417,14.4204,-1314.0
94.7083,14.4204,-92.0
96.375,14.4204,-108.0
88.025,14.4042,-2969.0
89.6917,14.4042,-2808.0
91.3583,14.4042,-2742.0
93.025,14.4042,-1322.0
94.6917,14.4042,-95.0
96.3583,14.4042,-114.0
88.0083,14.3881,-2956.0
89.675,14.3881,-2812.0
91.3417,14.3881,-2744.0
93.0083,14.3881,-1312.0
94.675,14.3881,-88.0
96.3417,14.3881,-116.0
98.0083,14.3881,281.0
89.6583,14.372,-2816.0
91.325,14.372,-2744.0
92.9917,14.372,-1288.0
94.6583,14.372,-78.0
96.325,14.372,-120.0
97.9917,14.372,149.0
89.6417,14.3558,-2820.0
91.3083,14.3558,-2748.0
92.975,14.3558,-1252.0
94.6417,14.3558,-68.0
96.3083,14.3558,-120.0
97.975,14.3558,23.0
89.625,14.3397,-2824.0
91.2917,14.3397,-2752.0
92.9583,14.3397,-1220.0
94.625,14.3397,-62.0
96.2917,14.3397,-122.0
97.9583,14.3397,-13.0
89.6083,14.3235,-2828.0
91.275,14.3235,-2759.0
92.9417,14.3235,-1190.0
94.6083,14.3235,-64.0
96.275,14.3235,-121.0
97.9417,14.3235,-18.0
89.5917,14.3074,-2838.0
91.2583,14.3074,-2764.0
92.925,14.3074,-1168.0
94.5917,14.3074,-70.0
96.2583,14.3074,-131.0
97.925,14.3074,-19.0
89.575,14.2912,-2854.0
91.2417,14.2912,-2766.0
92.9083,14.2912,-1154.0
94.575,14.2912,-80.0
96.2417,14.2912,-137.0
97.9083,14.2912,-23.0
89.5583,14.2751,-2874.0
91.225,14.2751,-2766.0
92.8917,14.2751,-1142.0
94.5583,14.2751,-94.0
96.225,14.2751,-137.0
97.8917,14.2751,-18.0
89.5417,14.2589,-2894.0
91.2083,14.2589,-2766.0
92.875,14.2589,-1132.0
94.5417,14.2589,-108.0
96.2083,14.2589,-139.0
97.875,14.2589,-18.0
89.525,14.2428,-2904.0
91.1917,14.2428,-2770.0
92.8583,14.2428,-1112.0
94.525,14.2428,-116.0
96.1917,14.2428,-142.0
97.8583,14.2428,-16.0
89.5083,14.2266,-2908.0
91.175,14.2266,-2774.0
92.8417,14.2266,-1082.0
94.5083,14.2266,-120.0
96.175,14.2266,-140.0
97.8417,14.2266,-8.0
89.4917,14.2104,-2906.0
91.1583,14.2104,-2780.0
92.825,14.2104,-1042.0
94.4917,14.2104,-124.0
96.1583,14.2104,-144.0
97.825,14.2104,-3.0
89.475,14.1943,-2904.0
91.1417,14.1943,-2786.0
92.8083,14.1943,-996.0
94.475,14.1943,-124.0
96.1417,14.1943,-143.0
97.8083,14.1943,-3.0
89.4583,14.1781,-2886.0
91.125,14.1781,-2792.0
92.7917,14.1781,-876.0
94.4583,14.1781,-126.0
96.125,14.1781,-149.0
97.7917,14.1781,103.0
89.4417,14.162,-2854.0
91.1083,14.162,-2796.0
92.775,14.162,-792.0
94.4417,14.162,-136.0
96.1083,14.162,-155.0
97.775,14.162,-3.0
89.425,14.1458,-2836.0
91.0917,14.1458,-2800.0
92.7583,14.1458,-784.0
94.425,14.1458,-168.0
96.0917,14.1458,-170.0
97.7583,14.1458,-3.0
89.4083,14.1296,-2833.0
91.075,14.1296,-2804.0
92.7417,14.1296,-760.0
94.4083,14.1296,-200.0
96.075,14.1296,-184.0
97.7417,14.1296,-24.0
89.3917,14.1135,-2847.0
91.0583,14.1135,-2806.0
92.725,14.1135,-754.0
94.3917,14.1135,-236.0
96.0583,14.1135,-211.0
97.725,14.1135,-30.0
89.375,14.0973,-2843.0
91.0417,14.0973,-2808.0
92.7083,14.0973,-746.0
94.375,14.0973,-282.0
96.0417,14.0973,-159.0
97.7083,14.0973,-32.0
89.3583,14.0812,-2877.0
91.025,14.0812,-2810.0
92.6917,14.0812,-724.0
94.3583,14.0812,-332.0
96.025,14.0812,-155.0
97.6917,14.0812,-35.0
89.3417,14.065,-2883.0
91.0083,14.065,-2812.0
92.675,14.065,-786.0
94.3417,14.065,-382.0
96.0083,14.065,-150.0
97.675,14.065,-38.0
89.325,14.0488,-2891.0
90.9917,14.0488,-2814.0
92.6583,14.0488,-934.0
94.325,14.0488,-422.0
95.9917,14.0488,-153.0
97.6583,14.0488,-42.0
89.3083,14.0327,-2891.0
90.975,14.0327,-2818.0
92.6417,14.0327,-1076.0
94.3083,14.0327,-420.0
95.975,14.0327,-147.0
97.6417,14.0327,-50.0
89.2917,14.0165,-2891.0
90.9583,14.0165,-2818.0
92.625,14.0165,-1212.0
94.2917,14.0165,-452.0
95.9583,14.0165,-152.0
97.625,14.0165,-54.0
89.275,14.0003,-2889.0
90.9417,14.0003,-2824.0
92.6083,14.0003,-1318.0
94.275,14.0003,-598.0
95.9417,14.0003,-157.0
97.6083,14.0003,-58.0
89.2583,13.9841,-2887.0
90.925,13.9841,-2828.0
92.5917,13.9841,-1294.0
94.2583,13.9841,-763.0
95.925,13.9841,-152.0
97.5917,13.9841,-62.0
89.2417,13.968,-2887.0
90.9083,13.968,-2834.0
92.575,13.968,-1319.0
94.2417,13.968,-866.0
95.9083,13.968,-154.0
97.575,13.968,-64.0
89.225,13.9518,-2883.0
90.8917,13.9518,-2842.0
92.5583,13.9518,-1408.0
94.225,13.9518,-950.0
95.8917,13.9518,-162.0
97.5583,13.9518,-70.0
89.2083,13.9356,-2881.0
90.875,13.9356,-2848.0
92.5417,13.9356,-1322.0
94.2083,13.9356,-1056.0
95.875,13.9356,-174.0
97.5417,13.9356,-76.0
89.1917,13.9194,-2879.0
90.8583,13.9194,-2852.0
92.525,13.9194,-1352.0
94.1917,13.9194,-1146.0
95.8583,13.9194,-178.0
97.525,13.9194,-78.0
89.175,13.9033,-2877.0
90.8417,13.9033,-2856.0
92.5083,13.9033,-1442.0
94.175,13.9033,-1184.0
95.8417,13.9033,-180.0
97.5083,13.9033,-78.0
89.1583,13.8871,-2877.0
90.825,13.8871,-2858.0
92.4917,13.8871,-1592.0
94.1583,13.8871,-1188.0
95.825,13.8871,-234.0
97.4917,13.8871,-78.0
89.1417,13.8709,-2879.0
90.8083,13.8709,-2854.0
92.475,13.8709,-1760.0
94.1417,13.8709,-1182.0
95.8083,13.8709,-332.0
97.475,13.8709,-72.0
89.125,13.8547,-2885.0
90.7917,13.8547,-2854.0
92.4583,13.8547,-1858.0
94.125,13.8547,-1182.0
95.7917,13.8547,-400.0
97.4583,13.8547,-68.0
89.1083,13.8385,-2885.0
90.775,13.8385,-2856.0
92.4417,13.8385,-1792.0
94.1083,13.8385,-1200.0
95.775,13.8385,-470.0
97.4417,13.8385,-68.0
89.0917,13.8224,-2892.0
90.7583,13.8224,-2860.0
92.425,13.8224,-1606.0
94.0917,13.8224,-1234.0
95.7583,13.8224,-548.0
97.425,13.8224,-66.0
89.075,13.8062,-2922.0
90.7417,13.8062,-2860.0
92.4083,13.8062,-1476.0
94.075,13.8062,-1280.0
95.7417,13.8062,-630.0
97.4083,13.8062,-70.0
89.0583,13.79,-2942.0
90.725,13.79,-2866.0
92.3917,13.79,-1434.0
94.0583,13.79,-1322.0
95.725,13.79,-720.0
97.3917,13.79,-76.0
89.0417,13.7738,-2938.0
90.7083,13.7738,-2866.0
92.375,13.7738,-1452.0
94.0417,13.7738,-1352.0
95.7083,13.7738,-792.0
97.375,13.7738,-78.0
89.025,13.7576,-2938.0
90.6917,13.7576,-2868.0
92.3583,13.7576,-1502.0
94.025,13.7576,-1374.0
95.6917,13.7576,-883.0
97.3583,13.7576,-74.0
89.0083,13.7414,-2938.0
90.675,13.7414,-2868.0
92.3417,13.7414,-1636.0
94.0083,13.7414,-1388.0
95.675,13.7414,-953.0
97.3417,13.7414,-68.0
88.9917,13.7252,-2940.0
90.6583,13.7252,-2870.0
92.325,13.7252,-1865.0
93.9917,13.7252,-1396.0
95.6583,13.7252,-983.0
97.325,13.7252,-56.0
88.975,13.7091,-2938.0
90.6417,13.7091,-2872.0
92.3083,13.7091,-1850.0
93.975,13.7091,-1408.0
95.6417,13.7091,-1066.0
97.3083,13.7091,-44.0
88.9583,13.6929,-2944.0
90.625,13.6929,-2872.0
92.2917,13.6929,-1768.0
93.9583,13.6929,-1416.0
95.625,13.6929,-1136.0
97.2917,13.6929,-36.0
88.9417,13.6767,-2948.0
90.6083,13.6767,-2878.0
92.275,13.6767,-1690.0
93.9417,13.6767,-1450.0
95.6083,13.6767,-1228.0
97.275,13.6767,-36.0
88.925,13.6605,-2948.0
90.5917,13.6605,-2884.0
92.2583,13.6605,-1722.0
93.925,13.6605,-1492.0
95.5917,13.6605,-1304.0
97.2583,13.6605,-40.0
88.9083,13.6443,-2950.0
90.575,13.6443,-2886.0
92.2417,13.6443,-1764.0
93.9083,13.6443,-1514.0
95.575,13.6443,-1362.0
97.2417,13.6443,-50.0
88.8917,13.6281,-2954.0
90.5583,13.6281,-2888.0
92.225,13.6281,-1754.0
93.8917,13.6281,-1532.0
95.5583,13.6281,-1416.0
97.225,13.6281,-60.0
88.875,13.6119,-2964.0
90.5417,13.6119,-2890.0
92.2083,13.6119,-1800.0
93.875,13.6119,-1544.0
95.5417,13.6119,-1470.0
97.2083,13.6119,-66.0
88.8583,13.5957,-2970.0
90.525,13.5957,-2892.0
92.1917,13.5957,-1880.0
93.8583,13.5957,-1554.0
95.525,13.5957,-1524.0
97.1917,13.5957,-76.0
88.8417,13.5795,-2977.0
90.5083,13.5795,-2896.0
92.175,13.5795,-1984.0
93.8417,13.5795,-1564.0
95.5083,13.5795,-1566.0
97.175,13.5795,-80.0
88.825,13.5633,-2978.0
90.4917,13.5633,-2900.0
92.1583,13.5633,-2080.0
93.825,13.5633,-1580.0
95.4917,13.5633,-1594.0
97.1583,13.5633,-82.0
88.8083,13.5471,-2984.0
90.475,13.5471,-2900.0
92.1417,13.5471,-2170.0
93.8083,13.5471,-1608.0
95.475,13.5471,-1606.0
97.1417,13.5471,-84.0
88.7917,13.5309,-2991.0
90.4583,13.5309,-2902.0
92.125,13.5309,-2288.0
93.7917,13.5309,-1632.0
