longitude,latitude,elevation
97.8083,10.9413,-70.0
89.4583,10.9249,-3242.0
91.125,10.9249,-3434.0
92.7917,10.9249,-1298.0
94.4583,10.9249,-3146.0
96.125,10.9249,-2068.0
97.7917,10.9249,-72.0
89.4417,10.9086,-3246.0
91.1083,10.9086,-3386.0
92.775,10.9086,-1122.0
94.4417,10.9086,-3150.0
96.1083,10.9086,-2164.0
97.775,10.9086,-74.0
89.425,10.8922,-3248.0
91.0917,10.8922,-3360.0
92.7583,10.8922,-846.0
94.425,10.8922,-3156.0
96.0917,10.8922,-2233.0
97.7583,10.8922,-70.0
89.4083,10.8758,-3252.0
91.075,10.8758,-3350.0
92.7417,10.8758,-595.0
94.4083,10.8758,-3160.0
96.075,10.8758,-2172.0
97.7417,10.8758,-70.0
89.3917,10.8595,-3258.0
91.0583,10.8595,-3342.0
92.725,10.8595,-466.0
94.3917,10.8595,-3168.0
96.0583,10.8595,-2220.0
97.725,10.8595,-66.0
89.375,10.8431,-3260.0
91.0417,10.8431,-3334.0
92.7083,10.8431,-200.0
94.375,10.8431,-3165.0
96.0417,10.8431,-2254.0
97.7083,10.8431,-64.0
89.3583,10.8267,-3260.0
91.025,10.8267,-3334.0
92.6917,10.8267,-109.0
94.3583,10.8267,-3160.0
96.025,10.8267,-2264.0
97.6917,10.8267,-64.0
89.3417,10.8104,-3262.0
91.0083,10.8104,-3332.0
92.675,10.8104,-72.0
94.3417,10.8104,-3164.0
96.0083,10.8104,-2270.0
97.675,10.8104,-62.0
89.325,10.794,-3266.0
90.9917,10.794,-3324.0
92.6583,10.794,-30.0
94.325,10.794,-3190.0
95.9917,10.794,-2292.0
97.6583,10.794,-66.0
89.3083,10.7776,-3270.0
90.975,10.7776,-3320.0
92.6417,10.7776,-32.0
94.3083,10.7776,-3184.0
95.975,10.7776,-2320.0
97.6417,10.7776,-74.0
89.2917,10.7613,-3272.0
90.9583,10.7613,-3324.0
92.625,10.7613,-34.0
94.2917,10.7613,-3174.0
95.9583,10.7613,-2342.0
97.625,10.7613,-82.0
89.275,10.7449,-3272.0
90.9417,10.7449,-3330.0
92.6083,10.7449,-28.0
94.275,10.7449,-3186.0
95.9417,10.7449,-2352.0
97.6083,10.7449,-88.0
89.2583,10.7285,-3276.0
90.925,10.7285,-3326.0
92.5917,10.7285,-7.0
94.2583,10.7285,-3168.0
95.925,10.7285,-2354.0
97.5917,10.7285,-94.0
89.2417,10.7121,-3278.0
90.9083,10.7121,-3320.0
92.575,10.7121,29.0
94.2417,10.7121,-3125.0
95.9083,10.7121,-2360.0
97.575,10.7121,-98.0
89.225,10.6957,-3280.0
90.8917,10.6957,-3318.0
92.5583,10.6957,51.0
94.225,10.6957,-3109.0
95.8917,10.6957,-2380.0
97.5583,10.6957,-98.0
89.2083,10.6794,-3284.0
90.875,10.6794,-3316.0
92.5417,10.6794,71.0
94.2083,10.6794,-2924.0
95.875,10.6794,-2404.0
97.5417,10.6794,-96.0
89.1917,10.663,-3288.0
90.8583,10.663,-3314.0
92.525,10.663,107.0
94.1917,10.663,-2814.0
95.8583,10.663,-2436.0
97.525,10.663,-93.0
89.175,10.6466,-3292.0
90.8417,10.6466,-3306.0
92.5083,10.6466,149.0
94.175,10.6466,-2690.0
95.8417,10.6466,-2455.0
97.5083,10.6466,-100.0
89.1583,10.6302,-3292.0
90.825,10.6302,-3298.0
92.4917,10.6302,153.0
94.1583,10.6302,-2604.0
95.825,10.6302,-2411.0
97.4917,10.6302,-124.0
89.1417,10.6139,-3294.0
90.8083,10.6139,-3288.0
92.475,10.6139,143.0
94.1417,10.6139,-2674.0
95.8083,10.6139,-2428.0
97.475,10.6139,-180.0
89.125,10.5975,-3300.0
90.7917,10.5975,-3286.0
92.4583,10.5975,111.0
94.125,10.5975,-2918.0
95.7917,10.5975,-2430.0
97.4583,10.5975,-218.0
89.1083,10.5811,-3302.0
90.775,10.5811,-3286.0
92.4417,10.5811,89.0
94.1083,10.5811,-3181.0
95.775,10.5811,-2434.0
97.4417,10.5811,-214.0
89.0917,10.5647,-3304.0
90.7583,10.5647,-3288.0
92.425,10.5647,57.0
94.0917,10.5647,-3136.0
95.7583,10.5647,-2470.0
97.425,10.5647,-220.0
89.075,10.5483,-3304.0
90.7417,10.5483,-3284.0
92.4083,10.5483,41.0
94.075,10.5483,-3006.0
95.7417,10.5483,-2529.0
97.4083,10.5483,-224.0
89.0583,10.5319,-3308.0
90.725,10.5319,-3278.0
92.3917,10.5319,13.0
94.0583,10.5319,-2879.0
95.725,10.5319,-2560.0
97.3917,10.5319,-230.0
89.0417,10.5155,-3310.0
90.7083,10.5155,-3274.0
92.375,10.5155,-18.0
94.0417,10.5155,-3018.0
95.7083,10.5155,-2584.0
97.375,10.5155,-234.0
89.025,10.4992,-3314.0
90.6917,10.4992,-3278.0
92.3583,10.4992,-56.0
94.025,10.4992,-3049.0
95.6917,10.4992,-2600.0
97.3583,10.4992,-234.0
89.0083,10.4828,-3316.0
90.675,10.4828,-3280.0
92.3417,10.4828,-91.0
94.0083,10.4828,-3042.0
95.675,10.4828,-2605.0
97.3417,10.4828,-228.0
88.9917,10.4664,-3320.0
90.6583,10.4664,-3288.0
92.325,10.4664,-139.0
93.9917,10.4664,-2970.0
95.6583,10.4664,-2579.0
97.325,10.4664,-255.0
88.975,10.45,-3322.0
90.6417,10.45,-3294.0
92.3083,10.45,-182.0
93.975,10.45,-2950.0
95.6417,10.45,-2588.0
97.3083,10.45,-251.0
88.9583,10.4336,-3328.0
90.625,10.4336,-3296.0
92.2917,10.4336,-210.0
93.9583,10.4336,-3038.0
95.625,10.4336,-2598.0
97.2917,10.4336,-254.0
88.9417,10.4172,-3330.0
90.6083,10.4172,-3296.0
92.275,10.4172,-222.0
93.9417,10.4172,-3124.0
95.6083,10.4172,-2611.0
97.275,10.4172,-252.0
88.925,10.4008,-3336.0
90.5917,10.4008,-3300.0
92.2583,10.4008,-220.0
93.925,10.4008,-3222.0
95.5917,10.4008,-2614.0
97.2583,10.4008,-244.0
88.9083,10.3844,-3339.0
90.575,10.3844,-3300.0
92.2417,10.3844,-150.0
93.9083,10.3844,-3334.0
95.575,10.3844,-2610.0
97.2417,10.3844,-232.0
88.8917,10.368,-3340.0
90.5583,10.368,-3304.0
92.225,10.368,-76.0
93.8917,10.368,-3450.0
95.5583,10.368,-2602.0
97.225,10.368,-218.0
88.875,10.3516,-3342.0
90.5417,10.3516,-3306.0
92.2083,10.3516,-107.0
93.875,10.3516,-3550.0
95.5417,10.3516,-2602.0
97.2083,10.3516,-194.0
88.8583,10.3352,-3344.0
90.525,10.3352,-3306.0
92.1917,10.3352,-383.0
93.8583,10.3352,-3636.0
95.525,10.3352,-2614.0
97.1917,10.3352,-138.0
88.8417,10.3188,-3348.0
90.5083,10.3188,-3300.0
92.175,10.3188,-386.0
93.8417,10.3188,-3728.0
95.5083,10.3188,-2630.0
97.175,10.3188,-200.0
88.825,10.3024,-3352.0
90.4917,10.3024,-3296.0
92.1583,10.3024,-422.0
93.825,10.3024,-3914.0
95.4917,10.3024,-2642.0
97.1583,10.3024,-306.0
88.8083,10.286,-3356.0
90.475,10.286,-3292.0
92.1417,10.286,-449.0
93.8083,10.286,-4177.0
95.475,10.286,-2645.0
97.1417,10.286,-310.0
88.7917,10.2696,-3356.0
90.4583,10.2696,-3294.0
92.125,10.2696,-511.0
93.7917,10.2696,-4180.0
95.4583,10.2696,-2648.0
97.125,10.2696,-291.0
88.775,10.2533,-3356.0
90.4417,10.2533,-3301.0
92.1083,10.2533,-760.0
93.775,10.2533,-4226.0
95.4417,10.2533,-2652.0
97.1083,10.2533,-270.0
88.7583,10.2368,-3360.0
90.425,10.2368,-3301.0
92.0917,10.2368,-1048.0
93.7583,10.2368,-4209.0
95.425,10.2368,-2654.0
97.0917,10.2368,-272.0
88.7417,10.2205,-3368.0
90.4083,10.2205,-3302.0
92.075,10.2205,-1196.0
93.7417,10.2205,-4112.0
95.4083,10.2205,-2659.0
97.075,10.2205,-294.0
88.725,10.204,-3376.0
90.3917,10.204,-3296.0
92.0583,10.204,-1104.0
93.725,10.204,-3906.0
95.3917,10.204,-2654.0
97.0583,10.204,-314.0
88.7083,10.1877,-3386.0
90.375,10.1877,-3286.0
92.0417,10.1877,-933.0
93.7083,10.1877,-3672.0
95.375,10.1877,-2644.0
97.0417,10.1877,-322.0
88.6917,10.1712,-3389.0
90.3583,10.1712,-3279.0
92.025,10.1712,-1022.0
93.6917,10.1712,-3419.0
95.3583,10.1712,-2668.0
97.025,10.1712,-306.0
88.675,10.1548,-3386.0
90.3417,10.1548,-3276.0
92.0083,10.1548,-1162.0
93.675,10.1548,-3002.0
95.3417,10.1548,-2694.0
97.0083,10.1548,-293.0
88.6583,10.1384,-3388.0
90.325,10.1384,-3276.0
91.9917,10.1384,-1268.0
93.6583,10.1384,-2496.0
95.325,10.1384,-2688.0
96.9917,10.1384,-274.0
88.6417,10.122,-3386.0
90.3083,10.122,-3280.0
91.975,10.122,-1354.0
93.6417,10.122,-2147.0
95.3083,10.122,-2664.0
96.975,10.122,-274.0
88.625,10.1056,-3386.0
90.2917,10.1056,-3290.0
91.9583,10.1056,-1350.0
93.625,10.1056,-1990.0
95.2917,10.1056,-2648.0
96.9583,10.1056,-276.0
88.6083,10.0892,-3384.0
90.275,10.0892,-3302.0
91.9417,10.0892,-1245.0
93.6083,10.0892,-1974.0
95.275,10.0892,-2646.0
96.9417,10.0892,-276.0
88.5917,10.0728,-3384.0
90.2583,10.0728,-3308.0
91.925,10.0728,-1178.0
93.5917,10.0728,-1880.0
95.2583,10.0728,-2650.0
96.925,10.0728,-270.0
88.575,10.0564,-3381.0
90.2417,10.0564,-3311.0
91.9083,10.0564,-1180.0
93.575,10.0564,-1709.0
95.2417,10.0564,-2654.0
96.9083,10.0564,-272.0
88.5583,10.04,-3382.0
90.225,10.04,-3308.0
91.8917,10.04,-1244.0
93.5583,10.04,-1780.0
95.225,10.04,-2643.0
96.8917,10.04,-276.0
88.5417,10.0236,-3384.0
90.2083,10.0236,-3308.0
91.875,10.0236,-1382.0
93.5417,10.0236,-1960.0
95.2083,10.0236,-2580.0
96.875,10.0236,-280.0
88.525,10.0071,-3386.0
90.1917,10.0071,-3306.0
91.8583,10.0071,-1535.0
93.525,10.0071,-2293.0
95.1917,10.0071,-2487.0
96.8583,10.0071,-269.0
88.5083,9.9907,-3386.0
90.175,9.9907,-3306.0
91.8417,9.9907,-1628.0
93.5083,9.9907,-2470.0
95.175,9.9907,-2476.0
96.8417,9.9907,-330.0
88.4917,9.9743,-3382.0
90.1583,9.9743,-3310.0
91.825,9.9743,-1718.0
93.4917,9.9743,-2644.0
95.1583,9.9743,-2450.0
96.825,9.9743,-314.0
88.475,9.9579,-3376.0
90.1417,9.9579,-3316.0
91.8083,9.9579,-1890.0
93.475,9.9579,-2798.0
95.1417,9.9579,-2433.0
96.8083,9.9579,-278.0
88.4583,9.9415,-3380.0
90.125,9.9415,-3299.0
91.7917,9.9415,-2717.0
93.4583,9.9415,-2908.0
95.125,9.9415,-2292.0
96.7917,9.9415,-300.0
88.4417,9.9251,-3396.0
90.1083,9.9251,-3315.0
91.775,9.9251,-2748.0
93.4417,9.9251,-2992.0
95.1083,9.9251,-2258.0
96.775,9.9251,-346.0
88.425,9.9087,-3416.0
90.0917,9.9087,-3331.0
91.7583,9.9087,-2530.0
93.425,9.9087,-3067.0
95.0917,9.9087,-2180.0
96.7583,9.9087,-382.0
88.4083,9.8922,-3423.0
90.075,9.8922,-3339.0
91.7417,9.8922,-1899.0
93.4083,9.8922,-3069.0
95.075,9.8922,-1984.0
96.7417,9.8922,-388.0
88.3917,9.8758,-3422.0
90.0583,9.8758,-3344.0
91.725,9.8758,-1573.0
93.3917,9.8758,-2934.0
95.0583,9.8758,-1816.0
96.725,9.8758,-384.0
88.375,9.8594,-3426.0
90.0417,9.8594,-3349.0
91.7083,9.8594,-1856.0
93.375,9.8594,-2650.0
95.0417,9.8594,-1675.0
96.7083,9.8594,-378.0
88.3583,9.843,-3430.0
90.025,9.843,-3331.0
91.6917,9.843,-2329.0
93.3583,9.843,-2425.0
95.025,9.843,-1726.0
96.6917,9.843,-376.0
88.3417,9.8266,-3434.0
90.0083,9.8266,-3331.0
91.675,9.8266,-1917.0
93.3417,9.8266,-2045.0
95.0083,9.8266,-1792.0
96.675,9.8266,-378.0
88.325,9.8101,-3433.0
89.9917,9.8101,-3331.0
91.6583,9.8101,-2028.0
93.325,9.8101,-1985.0
94.9917,9.8101,-1830.0
96.6583,9.8101,-382.0
88.3083,9.7937,-3431.0
89.975,9.7937,-3315.0
91.6417,9.7937,-1967.0
93.3083,9.7937,-1892.0
94.975,9.7937,-1810.0
96.6417,9.7937,-388.0
88.2917,9.7773,-3433.0
89.9583,9.7773,-3213.0
91.625,9.7773,-2262.0
93.2917,9.7773,-1812.0
94.9583,9.7773,-1829.0
96.625,9.7773,-390.0
88.275,9.7609,-3439.0
89.9417,9.7609,-3290.0
91.6083,9.7609,-2334.0
93.275,9.7609,-1828.0
94.9417,9.7609,-1786.0
96.6083,9.7609,-390.0
88.2583,9.7444,-3441.0
89.925,9.7444,-3334.0
91.5917,9.7444,-2278.0
93.2583,9.7444,-1988.0
94.925,9.7444,-1760.0
96.5917,9.7444,-394.0
88.2417,9.728,-3446.0
89.9083,9.728,-3358.0
91.575,9.728,-2266.0
93.2417,9.728,-1932.0
94.9083,9.728,-1746.0
96.575,9.728,-396.0
88.225,9.7116,-3444.0
89.8917,9.7116,-3370.0
91.5583,9.7116,-2330.0
93.225,9.7116,-1630.0
94.8917,9.7116,-1752.0
96.5583,9.7116,-400.0
88.2083,9.6951,-3442.0
89.875,9.6951,-3374.0
91.5417,9.6951,-2442.0
93.2083,9.6951,-1490.0
94.875,9.6951,-1768.0
96.5417,9.6951,-400.0
88.1917,9.6787,-3444.0
89.8583,9.6787,-3370.0
91.525,9.6787,-2552.0
93.1917,9.6787,-1529.0
94.8583,9.6787,-1812.0
96.525,9.6787,-398.0
88.175,9.6623,-3446.0
89.8417,9.6623,-3364.0
91.5083,9.6623,-2671.0
93.175,9.6623,-1536.0
94.8417,9.6623,-1860.0
96.5083,9.6623,-388.0
88.1583,9.6459,-3448.0
89.825,9.6459,-3360.0
91.4917,9.6459,-2932.0
93.1583,9.6459,-1570.0
94.825,9.6459,-1888.0
96.4917,9.6459,-374.0
88.1417,9.6294,-3450.0
89.8083,9.6294,-3364.0
91.475,9.6294,-3154.0
93.1417,9.6294,-1609.0
94.8083,9.6294,-1874.0
96.475,9.6294,-398.0
88.125,9.613,-3452.0
89.7917,9.613,-3366.0
91.4583,9.613,-3302.0
93.125,9.613,-1647.0
94.7917,9.613,-1830.0
96.4583,9.613,-440.0
88.1083,9.5966,-3457.0
89.775,9.5966,-3370.0
91.4417,9.5966,-3384.0
93.1083,9.5966,-1676.0
94.775,9.5966,-1820.0
96.4417,9.5966,-457.0
88.0917,9.5801,-3456.0
89.7583,9.5801,-3374.0
91.425,9.5801,-3434.0
93.0917,9.5801,-1808.0
94.7583,9.5801,-1880.0
96.425,9.5801,-456.0
88.075,9.5637,-3460.0
89.7417,9.5637,-3368.0
91.4083,9.5637,-3470.0
93.075,9.5637,-1954.0
94.7417,9.5637,-1861.0
96.4083,9.5637,-458.0
88.0583,9.5473,-3462.0
89.725,9.5473,-3375.0
91.3917,9.5473,-3504.0
93.0583,9.5473,-2074.0
94.725,9.5473,-1845.0
96.3917,9.5473,-454.0
88.0417,9.5308,-3466.0
89.7083,9.5308,-3383.0
91.375,9.5308,-3526.0
93.0417,9.5308,-2064.0
94.7083,9.5308,-1814.0
96.375,9.5308,-440.0
88.025,9.5144,-3468.0
89.6917,9.5144,-3380.0
91.3583,9.5144,-3534.0
93.025,9.5144,-1859.0
94.6917,9.5144,-1802.0
96.3583,9.5144,-472.0
88.0083,9.4979,-3470.0
89.675,9.4979,-3380.0
91.3417,9.4979,-3530.0
93.0083,9.4979,-1139.0
94.675,9.4979,-1828.0
96.3417,9.4979,-544.0
98.0083,9.4979,-26.0
89.6583,9.4815,-3382.0
91.325,9.4815,-3518.0
92.9917,9.4815,-593.0
94.6583,9.4815,-1852.0
96.325,9.4815,-582.0
97.9917,9.4815,-36.0
89.6417,9.4651,-3388.0
91.3083,9.4651,-3500.0
92.975,9.4651,-543.0
94.6417,9.4651,-1876.0
96.3083,9.4651,-612.0
97.975,9.4651,-42.0
89.625,9.4486,-3392.0
91.2917,9.4486,-3486.0
92.9583,9.4486,-486.0
94.625,9.4486,-1896.0
96.2917,9.4486,-530.0
97.9583,9.4486,-38.0
89.6083,9.4322,-3394.0
91.275,9.4322,-3490.0
92.9417,9.4322,-456.0
94.6083,9.4322,-1898.0
96.275,9.4322,-310.0
97.9417,9.4322,-20.0
89.5917,9.4157,-3394.0
91.2583,9.4157,-3506.0
92.925,9.4157,-404.0
94.5917,9.4157,-1884.0
96.2583,9.4157,-232.0
97.925,9.4157,-3.0
89.575,9.3993,-3392.0
91.2417,9.3993,-3514.0
92.9083,9.3993,-359.0
94.575,9.3993,-1902.0
96.2417,9.3993,-320.0
97.9083,9.3993,-8.0
89.5583,9.3829,-3394.0
91.225,9.3829,-3510.0
92.8917,9.3829,-304.0
94.5583,9.3829,-1912.0
96.225,9.3829,-426.0
97.8917,9.3829,-3.0
89.5417,9.3664,-3396.0
91.2083,9.3664,-3504.0
92.875,9.3664,-256.0
94.5417,9.3664,-1854.0
96.2083,9.3664,-530.0
97.875,9.3664,-3.0
89.525,9.35,-3402.0
91.1917,9.35,-3506.0
92.8583,9.35,-220.0
94.525,9.35,-1792.0
96.1917,9.35,-616.0
97.8583,9.35,-3.0
89.5083,9.3335,-3410.0
91.175,9.3335,-3522.0
92.8417,9.3335,-185.0
94.5083,9.3335,-1738.0
96.175,9.3335,-684.0
97.8417,9.3335,-63.0
89.4917,9.3171,-3416.0
91.1583,9.3171,-3548.0
92.825,9.3171,-144.0
94.4917,9.3171,-1744.0
96.1583,9.3171,-732.0
97.825,9.3171,-75.0
89.475,9.3006,-3420.0
91.1417,9.3006,-3572.0
92.8083,9.3006,-87.0
94.475,9.3006,-1846.0
96.1417,9.3006,-762.0
97.8083,9.3006,-82.0
89.4583,9.2842,-3422.0
91.125,9.2842,-3590.0
92.7917,9.2842,-47.0
94.4583,9.2842,-1962.0
96.125,9.2842,-774.0
97.7917,9.2842,-82.0
89.4417,9.2677,-3424.0
91.1083,9.2677,-3598.0
92.775,9.2677,-21.0
94.4417,9.2677,-2032.0
96.1083,9.2677,-788.0
97.775,9.2677,-76.0
89.425,9.2513,-3424.0
91.0917,9.2513,-3590.0
92.7583,9.2513,-15.0
94.425,9.2513,-2066.0
96.0917,9.2513,-838.0
97.7583,9.2513,-76.0
89.4083,9.2348,-3430.0
91.075,9.2348,-3570.0
92.7417,9.2348,-12.0
94.4083,9.2348,-2051.0
96.075,9.2348,-920.0
97.7417,9.2348,-78.0
89.3917,9.2184,-3432.0
91.0583,9.2184,-3546.0
92.725,9.2184,13.0
94.3917,9.2184,-2070.0
96.0583,9.2184,-1065.0
97.725,9.2184,-76.0
89.375,9.2019,-3432.0
91.0417,9.2019,-3532.0
92.7083,9.2019,-41.0
94.375,9.2019,-2150.0
96.0417,9.2019,-1082.0
97.7083,9.2019,-78.0
89.3583,9.1855,-3432.0
91.025,9.1855,-3534.0
92.6917,9.1855,-57.0
94.3583,9.1855,-2338.0
96.025,9.1855,-1122.0
97.6917,9.1855,-80.0
89.3417,9.169,-3430.0
91.0083,9.169,-3540.0
92.675,9.169,-182.0
94.3417,9.169,-2590.0
96.0083,9.169,-1186.0
97.675,9.169,-81.0
89.325,9.1526,-3430.0
90.9917,9.1526,-3537.0
92.6583,9.1526,-235.0
94.325,9.1526,-2794.0
95.9917,9.1526,-1248.0
97.6583,9.1526,-80.0
89.3083,9.1361,-3431.0
90.975,9.1361,-3539.0
92.6417,9.1361,-364.0
94.3083,9.1361,-2894.0
95.975,9.1361,-1292.0
97.6417,9.1361,-80.0
89.2917,9.1197,-3432.0
90.9583,9.1197,-3545.0
92.625,9.1197,-570.0
94.2917,9.1197,-2912.0
95.9583,9.1197,-1336.0
97.625,9.1197,-78.0
89.275,9.1032,-3436.0
90.9417,9.1032,-3535.0
92.6083,9.1032,-736.0
94.275,9.1032,-2902.0
95.9417,9.1032,-1380.0
97.6083,9.1032,-76.0
89.2583,9.0868,-3444.0
90.925,9.0868,-3527.0
92.5917,9.0868,-798.0
94.2583,9.0868,-2920.0
95.925,9.0868,-1426.0
97.5917,9.0868,-74.0
89.2417,9.0703,-3450.0
90.9083,9.0703,-3512.0
92.575,9.0703,-720.0
94.2417,9.0703,-2882.0
95.9083,9.0703,-1468.0
97.575,9.0703,-72.0
89.225,9.0538,-3454.0
90.8917,9.0538,-3497.0
92.5583,9.0538,-638.0
94.225,9.0538,-2789.0
95.8917,9.0538,-1487.0
97.5583,9.0538,-70.0
89.2083,9.0374,-3452.0
90.875,9.0374,-3537.0
92.5417,9.0374,-610.0
94.2083,9.0374,-2771.0
95.875,9.0374,-1512.0
97.5417,9.0374,-70.0
89.1917,9.0209,-3450.0
90.8583,9.0209,-3516.0
92.525,9.0209,-590.0
94.1917,9.0209,-3267.0
95.8583,9.0209,-1552.0
97.525,9.0209,-76.0
89.175,9.0045,-3448.0
90.8417,9.0045,-3502.0
92.5083,9.0045,-598.0
94.175,9.0045,-3263.0
95.8417,9.0045,-1612.0
97.5083,9.0045,-96.0
89.1583,8.988,-3450.0
90.825,8.988,-3488.0
92.4917,8.988,-498.0
94.1583,8.988,-3458.0
95.825,8.988,-1696.0
97.4917,8.988,-130.0
89.1417,8.9715,-3458.0
90.8083,8.9715,-3485.0
92.475,8.9715,-432.0
94.1417,8.9715,-3543.0
95.8083,8.9715,-1766.0
97.475,8.9715,-161.0
89.125,8.9551,-3464.0
90.7917,8.9551,-3484.0
92.4583,8.9551,-728.0
94.125,8.9551,-3547.0
95.7917,8.9551,-1774.0
97.4583,8.9551,-184.0
89.1083,8.9386,-3464.0
90.775,8.9386,-3465.0
92.4417,8.9386,-1016.0
94.1083,8.9386,-3732.0
95.775,8.9386,-1775.0
97.4417,8.9386,-205.0
89.0917,8.9221,-3462.0
90.7583,8.9221,-3382.0
92.425,8.9221,-1024.0
94.0917,8.9221,-3915.0
95.7583,8.9221,-2044.0
97.425,8.9221,-222.0
89.075,8.9057,-3467.0
90.7417,8.9057,-3317.0
92.4083,8.9057,-1026.0
94.075,8.9057,-3933.0
95.7417,8.9057,-2298.0
97.4083,8.9057,-232.0
89.0583,8.8892,-3474.0
90.725,8.8892,-3312.0
92.3917,8.8892,-1108.0
94.0583,8.8892,-3866.0
95.725,8.8892,-2372.0
97.3917,8.8892,-242.0
89.0417,8.8727,-3480.0
90.7083,8.8727,-3333.0
92.375,8.8727,-1284.0
94.0417,8.8727,-3794.0
95.7083,8.8727,-2312.0
97.375,8.8727,-237.0
89.025,8.8563,-3488.0
90.6917,8.8563,-3366.0
92.3583,8.8563,-1366.0
94.025,8.8563,-3778.0
95.6917,8.8563,-2228.0
97.3583,8.8563,-246.0
89.0083,8.8398,-3496.0
90.675,8.8398,-3354.0
92.3417,8.8398,-1326.0
94.0083,8.8398,-3818.0
95.675,8.8398,-2213.0
97.3417,8.8398,-254.0
88.9917,8.8233,-3504.0
90.6583,8.8233,-3334.0
92.325,8.8233,-1290.0
93.9917,8.8233,-3489.0
95.6583,8.8233,-2258.0
97.325,8.8233,-264.0
88.975,8.8069,-3500.0
90.6417,8.8069,-3328.0
92.3083,8.8069,-1236.0
93.975,8.8069,-2864.0
95.6417,8.8069,-2306.0
97.3083,8.8069,-274.0
88.9583,8.7904,-3496.0
90.625,8.7904,-3342.0
92.2917,8.7904,-1162.0
93.9583,8.7904,-2306.0
95.625,8.7904,-2340.0
97.2917,8.7904,-290.0
88.9417,8.7739,-3498.0
90.6083,8.7739,-3376.0
92.275,8.7739,-1086.0
93.9417,8.7739,-1899.0
95.6083,8.7739,-2364.0
97.275,8.7739,-308.0
88.925,8.7575,-3508.0
90.5917,8.7575,-3420.0
92.2583,8.7575,-1030.0
93.925,8.7575,-1960.0
95.5917,8.7575,-2382.0
97.2583,8.7575,-322.0
88.9083,8.741,-3516.0
90.575,8.741,-3469.0
92.2417,8.741,-1048.0
93.9083,8.741,-2038.0
95.575,8.741,-2394.0
97.2417,8.741,-333.0
88.8917,8.7245,-3522.0
90.5583,8.7245,-3380.0
92.225,8.7245,-1126.0
93.8917,8.7245,-2136.0
95.5583,8.7245,-2406.0
97.225,8.7245,-340.0
88.875,8.708,-3525.0
90.5417,8.708,-3340.0
92.2083,8.708,-1126.0
93.875,8.708,-2294.0
95.5417,8.708,-2427.0
97.2083,8.708,-342.0
88.8583,8.6916,-3525.0
90.525,8.6916,-3328.0
92.1917,8.6916,-1128.0
93.8583,8.6916,-2508.0
95.525,8.6916,-2456.0
97.1917,8.6916,-341.0
88.8417,8.6751,-3522.0
90.5083,8.6751,-3260.0
92.175,8.6751,-1326.0
93.8417,8.6751,-2790.0
95.5083,8.6751,-2494.0
97.175,8.6751,-362.0
88.825,8.6586,-3532.0
90.4917,8.6586,-3124.0
92.1583,8.6586,-1584.0
93.825,8.6586,-3190.0
95.4917,8.6586,-2526.0
97.1583,8.6586,-370.0
88.8083,8.6421,-3544.0
90.475,8.6421,-3032.0
92.1417,8.6421,-1613.0
93.8083,8.6421,-3536.0
95.475,8.6421,-2544.0
97.1417,8.6421,-374.0
88.7917,8.6257,-3546.0
90.4583,8.6257,-3010.0
92.125,8.6257,-1743.0
93.7917,8.6257,-3771.0
95.4583,8.6257,-2548.0
97.125,8.6257,-380.0
88.775,8.6092,-3544.0
90.4417,8.6092,-3010.0
92.1083,8.6092,-1498.0
93.775,8.6092,-3802.0
95.4417,8.6092,-2555.0
97.1083,8.6092,-390.0
88.7583,8.5927,-3544.0
90.425,8.5927,-3018.0
92.0917,8.5927,-1285.0
93.7583,8.5927,-3916.0
95.425,8.5927,-2588.0
97.0917,8.5927,-398.0
88.7417,8.5762,-3548.0
90.4083,8.5762,-3030.0
92.075,8.5762,-1630.0
93.7417,8.5762,-4181.0
95.4083,8.5762,-2662.0
97.075,8.5762,-414.0
88.725,8.5597,-3548.0
90.3917,8.5597,-3028.0
92.0583,8.5597,-1798.0
93.725,8.5597,-3988.0
95.3917,8.5597,-2686.0
97.0583,8.5597,-437.0
88.7083,8.5432,-3550.0
90.375,8.5432,-3020.0
92.0417,8.5432,-2032.0
93.7083,8.5432,-3505.0
95.375,8.5432,-2564.0
97.0417,8.5432,-444.0
88.6917,8.5268,-3554.0
90.3583,8.5268,-3010.0
92.025,8.5268,-2422.0
93.6917,8.5268,-2378.0
95.3583,8.5268,-2446.0
97.025,8.5268,-446.0
88.675,8.5103,-3558.0
90.3417,8.5103,-3008.0
92.0083,8.5103,-2484.0
93.675,8.5103,-1696.0
95.3417,8.5103,-2516.0
97.0083,8.5103,-450.0
88.6583,8.4938,-3560.0
90.325,8.4938,-3014.0
91.9917,8.4938,-2300.0
93.6583,8.4938,-678.0
95.325,8.4938,-2634.0
96.9917,8.4938,-455.0
88.6417,8.4773,-3562.0
90.3083,8.4773,-3024.0
91.975,8.4773,-2212.0
93.6417,8.4773,-19.0
95.3083,8.4773,-2714.0
96.975,8.4773,-458.0
88.625,8.4608,-3563.0
90.2917,8.4608,-3034.0
91.9583,8.4608,-2036.0
93.625,8.4608,7.0
95.2917,8.4608,-2762.0
96.9583,8.4608,-463.0
88.6083,8.4444,-3563.0
90.275,8.4444,-3048.0
91.9417,8.4444,-1882.0
93.6083,8.4444,-3.0
95.275,8.4444,-2776.0
96.9417,8.4444,-466.0
88.5917,8.4279,-3568.0
